customer_id,cluster_id,segment_label,rfm_score,umap_x,umap_y,is_high_value
12461.0,4,Lost,0.2758,10.9982,8.4315,False
12462.0,4,Lost,0.3112,9.6805,8.9203,False
12463.0,4,Lost,0.3045,0.541,8.4844,False
12464.0,4,Lost,0.3301,-6.3048,2.0543,False
12465.0,4,Lost,0.306,11.1717,9.8019,False
12466.0,1,Loyal Customers,0.0239,6.7003,-7.7055,True
12467.0,1,Loyal Customers,0.1302,14.6605,-4.0509,True
12468.0,0,Champions,0.2836,-3.2594,5.2511,True
12469.0,1,Loyal Customers,0.1318,-1.4376,3.9469,True
12470.0,1,Loyal Customers,0.0227,6.8804,-7.1146,True
12472.0,2,At Risk,0.5742,-8.1049,13.0992,False
12473.0,0,Champions,0.3518,-3.8566,5.831,True
12474.0,3,New Customers,0.5361,-8.6639,12.3542,False
12475.0,4,Lost,0.2965,10.0827,8.8304,False
12476.0,3,New Customers,0.5396,-8.1323,12.584,False
12477.0,2,At Risk,0.5855,-8.1242,13.3753,False
12478.0,4,Lost,0.308,15.5971,14.2011,False
12479.0,4,Lost,0.303,15.533,14.9502,False
12480.0,0,Champions,0.3779,-5.2387,7.2465,True
12481.0,3,New Customers,0.4932,-7.6059,11.9564,False
12482.0,2,At Risk,0.4566,-8.7026,13.6452,False
12483.0,0,Champions,0.4074,-8.2557,8.4081,True
12484.0,0,Champions,0.4005,-6.5556,8.7871,True
12485.0,1,Loyal Customers,0.0949,12.1093,-3.7838,True
12486.0,1,Loyal Customers,0.1388,12.5119,-2.3027,True
12487.0,1,Loyal Customers,0.0071,3.7171,-6.0379,True
12488.0,4,Lost,0.3189,7.2644,9.2509,False
12489.0,1,Loyal Customers,0.1683,17.3706,9.3337,True
12490.0,3,New Customers,0.481,-8.1243,11.25,False
12491.0,4,Lost,0.2907,15.8095,14.8195,False
12492.0,4,Lost,0.2894,5.5843,9.7603,False
12493.0,4,Lost,0.2412,11.9924,7.0729,False
12494.0,4,Lost,0.3391,-6.6451,2.9404,False
12495.0,1,Loyal Customers,0.0446,7.9547,-6.4537,True
12496.0,1,Loyal Customers,0.0515,4.6667,-0.5011,True
12497.0,0,Champions,0.3566,-5.2623,7.526,True
12498.0,4,Lost,0.3023,4.4527,10.4602,False
12499.0,1,Loyal Customers,0.0781,9.7593,-6.0041,True
12500.0,0,Champions,0.4163,-8.3048,9.023,True
12501.0,1,Loyal Customers,0.1928,5.5227,1.782,True
12502.0,0,Champions,0.3217,-3.5639,5.5453,True
12503.0,1,Loyal Customers,0.0782,5.2501,0.6581,True
12504.0,4,Lost,0.311,2.241,8.1793,False
12505.0,1,Loyal Customers,0.147,12.5182,-2.2691,True
12506.0,1,Loyal Customers,0.2066,18.4587,10.6022,True
12507.0,4,Lost,0.2783,-1.0179,5.0232,False
12508.0,4,Lost,0.2977,12.9342,9.7439,False
12509.0,1,Loyal Customers,0.1873,18.1535,9.3037,True
12510.0,0,Champions,0.3322,-5.7248,7.0381,True
12511.0,1,Loyal Customers,0.1678,-1.406,3.9749,True
12512.0,4,Lost,0.2779,13.1885,8.8964,False
12513.0,4,Lost,0.2627,16.7186,13.337,False
12514.0,4,Lost,0.216,6.5214,6.8951,False
12515.0,1,Loyal Customers,0.1621,14.4248,-1.9996,True
12516.0,4,Lost,0.312,-2.0322,5.3636,False
12517.0,4,Lost,0.3328,-1.9476,5.4879,False
12518.0,4,Lost,0.3377,-1.1695,5.8561,False
12519.0,4,Lost,0.2867,11.3587,8.7435,False
12520.0,4,Lost,0.3139,-2.0096,5.2981,False
12521.0,4,Lost,0.2504,17.003,13.0179,False
12522.0,4,Lost,0.2896,13.4211,9.3085,False
12523.0,0,Champions,0.4064,-8.8075,8.1938,True
12524.0,3,New Customers,0.4871,-7.7059,11.7393,False
12525.0,1,Loyal Customers,0.1161,4.3724,1.7913,True
12526.0,4,Lost,0.3228,7.295,9.2157,False
12527.0,4,Lost,0.2869,1.3085,5.6671,False
12528.0,4,Lost,0.3353,-2.372,1.8828,False
12529.0,1,Loyal Customers,0.09,10.4918,-5.7828,True
12530.0,0,Champions,0.3467,-5.5063,5.4803,True
12531.0,4,Lost,0.3229,8.283,8.7625,False
12532.0,4,Lost,0.2929,15.8902,15.3522,False
12533.0,1,Loyal Customers,0.0661,5.08,0.9033,True
12534.0,4,Lost,0.2619,15.8496,13.0917,False
12535.0,4,Lost,0.2752,11.4508,8.3895,False
12536.0,3,New Customers,0.4585,-7.2731,11.8108,False
12537.0,1,Loyal Customers,0.144,12.8728,-2.4415,True
12538.0,4,Lost,0.2997,11.5845,9.7837,False
12539.0,3,New Customers,0.4582,-7.2501,11.5921,False
12540.0,2,At Risk,0.673,-8.746,13.5594,False
12541.0,4,Lost,0.3064,6.5236,10.0534,False
12542.0,1,Loyal Customers,0.1126,6.6656,-0.7107,True
12543.0,1,Loyal Customers,0.1315,12.5152,-2.34,True
12544.0,4,Lost,0.2908,15.8996,15.1039,False
12545.0,4,Lost,0.2859,10.6252,8.6235,False
12546.0,4,Lost,0.2995,10.0249,8.8561,False
12547.0,4,Lost,0.23,5.0094,8.1929,False
12548.0,4,Lost,0.2342,18.0961,12.2783,False
12549.0,1,Loyal Customers,0.1,-0.1025,3.2596,True
12550.0,4,Lost,0.2813,15.6337,13.3873,False
12551.0,1,Loyal Customers,0.1571,15.5144,-2.258,True
12552.0,4,Lost,0.2929,12.8209,9.5213,False
12553.0,0,Champions,0.3868,-7.0754,7.0853,True
12554.0,1,Loyal Customers,0.1242,12.7555,-3.3358,True
12555.0,1,Loyal Customers,0.0249,6.8289,-7.5428,True
12556.0,4,Lost,0.2907,11.7689,9.3239,False
12557.0,2,At Risk,0.5647,-7.9987,13.217,False
12558.0,4,Lost,0.3008,15.9617,16.3178,False
12559.0,1,Loyal Customers,0.184,10.9587,5.5782,True
12560.0,4,Lost,0.3322,8.1877,8.7503,False
12561.0,1,Loyal Customers,0.1804,17.6819,9.128,True
12562.0,0,Champions,0.3842,-5.5847,6.9669,True
12563.0,1,Loyal Customers,0.1375,14.8064,-3.2261,True
12564.0,1,Loyal Customers,0.2005,17.5425,10.3464,True
12565.0,1,Loyal Customers,0.1849,18.1576,9.1394,True
12566.0,4,Lost,0.2702,16.9478,13.9742,False
12567.0,3,New Customers,0.5114,-7.6396,12.381,False
12568.0,1,Loyal Customers,0.0391,7.83,-7.5993,True
12569.0,0,Champions,0.4323,-8.9483,8.228,True
12570.0,1,Loyal Customers,0.0242,6.747,-7.6963,True
12571.0,4,Lost,0.2936,12.0362,9.5835,False
12572.0,4,Lost,0.313,10.306,9.2979,False
12573.0,4,Lost,0.2277,1.5802,4.3511,False
12574.0,1,Loyal Customers,0.1749,17.701,8.8365,True
12575.0,1,Loyal Customers,0.1255,6.6511,-0.0905,True
12576.0,4,Lost,0.3321,-5.5764,2.6241,False
12577.0,4,Lost,0.3259,-5.8333,2.1131,False
12578.0,0,Champions,0.3622,-4.2634,6.3479,True
12579.0,4,Lost,0.2746,16.4698,14.0259,False
12580.0,4,Lost,0.2167,10.7396,6.3672,False
12581.0,4,Lost,0.2868,16.8398,15.7281,False
12582.0,4,Lost,0.2375,-0.8121,4.5498,False
12583.0,3,New Customers,0.5593,-8.3687,12.6094,False
12584.0,0,Champions,0.3502,-6.3632,3.5002,True
12585.0,4,Lost,0.2354,6.4799,7.0035,False
12586.0,4,Lost,0.3288,-0.3261,7.9534,False
12587.0,4,Lost,0.2991,16.4433,16.7635,False
12588.0,4,Lost,0.3049,1.5495,8.542,False
12589.0,0,Champions,0.3695,-5.2945,6.5797,True
12590.0,3,New Customers,0.3507,-6.9569,11.3669,False
12591.0,1,Loyal Customers,0.1948,5.9816,6.5063,True
12592.0,4,Lost,0.3079,-1.9566,5.2374,False
12593.0,4,Lost,0.2667,4.8277,9.1296,False
12594.0,0,Champions,0.3886,-7.7361,7.968,True
12595.0,1,Loyal Customers,0.0991,11.6861,-5.0702,True
12596.0,4,Lost,0.2905,11.7494,9.2657,False
12597.0,0,Champions,0.3517,-3.5681,5.7589,True
12598.0,0,Champions,0.3825,-6.5792,6.8839,True
12599.0,0,Champions,0.3494,-8.0358,4.7391,True
12600.0,0,Champions,0.4065,-8.5894,8.4859,True
12601.0,4,Lost,0.2448,-0.7088,2.1324,False
12602.0,4,Lost,0.2785,17.538,15.1237,False
12603.0,4,Lost,0.3014,15.6175,14.1531,False
12604.0,4,Lost,0.2742,13.0512,8.6423,False
12605.0,1,Loyal Customers,0.1717,1.4632,3.1472,True
12606.0,1,Loyal Customers,0.0234,6.7393,-7.7342,True
12607.0,4,Lost,0.2974,8.851,8.6952,False
12608.0,1,Loyal Customers,0.1414,13.6707,-2.5904,True
12609.0,0,Champions,0.335,-5.6028,5.0437,True
12610.0,4,Lost,0.3294,-1.2146,5.8399,False
12611.0,4,Lost,0.2954,15.5797,13.3786,False
12612.0,4,Lost,0.2798,15.8796,13.6283,False
12613.0,0,Champions,0.3921,-6.2717,8.6917,True
12614.0,1,Loyal Customers,0.1916,17.7364,9.8005,True
12615.0,0,Champions,0.3947,-5.479,7.5278,True
12616.0,4,Lost,0.282,6.3641,8.9504,False
12617.0,4,Lost,0.2934,15.8682,15.3392,False
12618.0,4,Lost,0.2938,16.3993,16.4135,False
12619.0,0,Champions,0.3674,-5.9891,5.626,True
12620.0,4,Lost,0.3174,7.2964,9.1851,False
12621.0,2,At Risk,0.7195,-8.78,13.6076,False
12622.0,1,Loyal Customers,0.2085,18.3055,10.6435,True
12623.0,0,Champions,0.2538,-3.3774,5.1048,True
12624.0,4,Lost,0.2684,11.6505,8.0825,False
12625.0,0,Champions,0.2916,-4.812,6.8569,True
12626.0,0,Champions,0.4005,-6.0084,8.3622,True
12627.0,0,Champions,0.3714,-4.8156,6.3222,True
12628.0,4,Lost,0.3144,6.134,11.0036,False
12629.0,1,Loyal Customers,0.167,5.8716,1.6041,True
12630.0,4,Lost,0.316,9.6145,8.904,False
12631.0,0,Champions,0.3368,-3.7839,5.12,True
12632.0,1,Loyal Customers,0.102,5.6616,0.1844,True
12633.0,0,Champions,0.3682,-5.285,7.3432,True
12634.0,1,Loyal Customers,0.0916,5.434,-0.1661,True
12635.0,4,Lost,0.3109,-2.4183,5.3323,False
12636.0,1,Loyal Customers,0.0019,2.7993,-6.1494,True
12637.0,3,New Customers,0.4134,-7.093,10.6671,False
12638.0,4,Lost,0.3019,10.6088,9.2912,False
12639.0,4,Lost,0.2259,6.1349,6.8741,False
12640.0,4,Lost,0.3115,7.1065,9.52,False
12641.0,4,Lost,0.2561,17.8186,13.5655,False
12642.0,4,Lost,0.3089,6.6097,10.0032,False
12643.0,3,New Customers,0.3887,-7.0922,10.6932,False
12644.0,4,Lost,0.2809,-1.0442,4.9803,False
12645.0,0,Champions,0.3518,-4.9972,5.1788,True
12646.0,4,Lost,0.3191,9.5562,8.8818,False
12647.0,2,At Risk,0.621,-8.737,13.1739,False
12648.0,4,Lost,0.2599,2.5559,5.2801,False
12649.0,4,Lost,0.3053,-5.4729,3.1135,False
12650.0,4,Lost,0.3034,15.5435,15.7314,False
12651.0,1,Loyal Customers,0.1767,2.5221,3.2035,True
12652.0,1,Loyal Customers,0.1821,10.6197,5.7934,True
12653.0,0,Champions,0.3011,-3.8411,5.9148,True
12654.0,4,Lost,0.314,1.5219,6.0397,False
12655.0,1,Loyal Customers,0.1315,13.5625,-3.741,True
12656.0,0,Champions,0.3976,-5.6357,7.8212,True
12657.0,4,Lost,0.3256,-0.1459,8.3549,False
12658.0,4,Lost,0.3019,15.6234,14.1848,False
12659.0,4,Lost,0.2894,16.9768,16.4586,False
12660.0,4,Lost,0.2992,15.9956,16.3507,False
12661.0,1,Loyal Customers,0.1253,13.7618,-4.3298,True
12662.0,3,New Customers,0.4417,-8.3327,9.6769,False
12663.0,1,Loyal Customers,0.052,4.6362,-0.4761,True
12664.0,0,Champions,0.4041,-6.3603,8.3157,True
12665.0,1,Loyal Customers,0.1775,4.9691,5.6294,True
12666.0,1,Loyal Customers,0.1571,12.3692,-1.8818,True
12667.0,4,Lost,0.2852,15.9056,14.0984,False
12668.0,3,New Customers,0.4728,-7.392,11.7583,False
12669.0,4,Lost,0.2811,-2.0498,5.0359,False
12670.0,0,Champions,0.3621,-4.4344,5.3268,True
12671.0,1,Loyal Customers,0.0895,5.2577,1.5047,True
12672.0,1,Loyal Customers,0.1746,11.0807,5.4279,True
12673.0,4,Lost,0.32,7.1649,9.4429,False
12674.0,4,Lost,0.3186,-0.2689,8.0102,False
12675.0,1,Loyal Customers,0.0906,5.3205,0.4784,True
12676.0,0,Champions,0.3535,-7.4161,4.9473,True
12677.0,1,Loyal Customers,0.0826,5.1402,-0.2811,True
12679.0,4,Lost,0.2989,1.1672,8.4827,False
12680.0,4,Lost,0.3193,1.8676,8.4967,False
12682.0,2,At Risk,0.7507,-8.9959,13.508,False
12683.0,3,New Customers,0.5203,-8.0088,12.0448,False
12684.0,4,Lost,0.3429,-4.3038,2.8261,False
12685.0,0,Champions,0.3402,-3.2089,4.2265,True
12686.0,1,Loyal Customers,0.1516,15.436,-2.2872,True
12687.0,1,Loyal Customers,0.1363,5.3491,1.6669,True
12688.0,0,Champions,0.32,-4.2907,6.4499,True
12689.0,4,Lost,0.3092,9.6624,8.9028,False
12690.0,4,Lost,0.2219,17.5812,11.2174,False
12691.0,4,Lost,0.3197,-4.643,1.0703,False
12692.0,1,Loyal Customers,0.0429,8.044,-7.5711,True
12693.0,4,Lost,0.2867,-5.0012,2.3118,False
12694.0,4,Lost,0.3018,8.2201,8.7124,False
12695.0,4,Lost,0.3315,-4.6934,1.4341,False
12696.0,1,Loyal Customers,0.1376,6.5396,0.6183,True
12697.0,4,Lost,0.3065,6.5036,10.1133,False
12698.0,1,Loyal Customers,0.0651,9.1412,-6.2814,True
12699.0,1,Loyal Customers,0.1391,12.9647,-2.584,True
12700.0,0,Champions,0.3715,-4.3872,6.48,True
12701.0,4,Lost,0.3134,-2.52,3.0308,False
12702.0,4,Lost,0.2952,16.2017,16.2947,False
12703.0,4,Lost,0.2926,1.2368,8.3272,False
12704.0,0,Champions,0.3466,-5.3435,3.3585,True
12705.0,3,New Customers,0.4858,-7.5814,11.8641,False
12707.0,1,Loyal Customers,0.1898,17.2229,10.0803,True
12708.0,0,Champions,0.4023,-8.1639,8.3862,True
12710.0,4,Lost,0.2815,6.3672,8.9167,False
12711.0,1,Loyal Customers,0.0722,5.0855,0.8926,True
12712.0,3,New Customers,0.4356,-8.4197,9.8629,False
12713.0,4,Lost,0.3115,15.6004,14.0941,False
12714.0,3,New Customers,0.5149,-7.5871,12.3708,False
12715.0,4,Lost,0.2621,17.2173,13.5868,False
12716.0,4,Lost,0.3155,10.2753,9.2672,False
12717.0,4,Lost,0.2617,6.3861,7.7266,False
12718.0,4,Lost,0.2747,17.3537,14.5829,False
12719.0,4,Lost,0.3095,11.5596,10.1069,False
12720.0,3,New Customers,0.4829,-9.0375,11.1932,False
12721.0,0,Champions,0.3591,-5.0068,5.7095,True
12722.0,4,Lost,0.2868,1.2581,8.3507,False
12723.0,4,Lost,0.3185,1.3876,6.0682,False
12724.0,4,Lost,0.3446,-4.3194,2.8329,False
12725.0,4,Lost,0.1935,-1.0635,4.1253,False
12726.0,0,Champions,0.3682,-6.8985,6.1156,True
12727.0,0,Champions,0.3951,-6.0382,7.7011,True
12728.0,4,Lost,0.2959,0.7339,5.6028,False
12729.0,4,Lost,0.2602,17.0248,13.3604,False
12730.0,1,Loyal Customers,0.0994,12.1251,-3.6905,True
12731.0,2,At Risk,0.6794,-8.5273,13.699,False
12732.0,4,Lost,0.2304,17.9201,11.9494,False
12733.0,4,Lost,0.2455,-1.2119,4.4613,False
12734.0,1,Loyal Customers,0.1705,5.2017,4.0143,True
12735.0,1,Loyal Customers,0.1854,10.8066,5.763,True
12736.0,1,Loyal Customers,0.1682,17.6132,8.8762,True
12737.0,1,Loyal Customers,0.1503,-1.596,3.9904,True
12738.0,1,Loyal Customers,0.1534,14.5012,-2.051,True
12739.0,4,Lost,0.313,-2.1267,5.4059,False
12740.0,4,Lost,0.2801,16.3415,14.2807,False
12741.0,1,Loyal Customers,0.0933,5.4748,-0.3311,True
12742.0,1,Loyal Customers,0.0622,5.2065,0.7221,True
12743.0,4,Lost,0.2558,11.8236,7.67,False
12744.0,2,At Risk,0.647,-8.4,13.6435,False
12745.0,1,Loyal Customers,0.1199,4.3887,1.8108,True
12746.0,1,Loyal Customers,0.0839,10.4867,-5.9592,True
12747.0,3,New Customers,0.4872,-8.6621,11.2507,False
12749.0,0,Champions,0.412,-6.1804,8.6391,True
12750.0,4,Lost,0.2517,17.6747,13.2165,False
12751.0,1,Loyal Customers,0.1231,13.2542,-4.0058,True
12752.0,0,Champions,0.3266,-3.9933,6.1929,True
12753.0,2,At Risk,0.5937,-8.149,13.4393,False
12754.0,4,Lost,0.2502,-1.8571,4.8118,False
12755.0,3,New Customers,0.3333,-7.1439,10.9007,False
12756.0,4,Lost,0.2665,17.904,14.4835,False
12757.0,3,New Customers,0.43,-7.1401,10.3917,False
12758.0,3,New Customers,0.4018,-7.07,11.3564,False
12759.0,0,Champions,0.3646,-5.4384,6.928,True
12760.0,1,Loyal Customers,0.1197,12.973,-3.8686,True
12761.0,1,Loyal Customers,0.1273,6.362,0.3862,True
12762.0,4,Lost,0.3253,8.2647,8.7824,False
12763.0,4,Lost,0.2578,11.1317,7.505,False
12764.0,1,Loyal Customers,0.1944,6.5807,6.7922,True
12765.0,1,Loyal Customers,0.1399,0.2989,3.0313,True
12766.0,3,New Customers,0.455,-7.1785,11.3201,False
12767.0,1,Loyal Customers,0.1604,12.5101,-2.0051,True
12768.0,1,Loyal Customers,0.1193,13.4523,-4.5188,True
12769.0,4,Lost,0.2187,16.8635,10.4625,False
12770.0,4,Lost,0.261,-2.0234,4.9228,False
12771.0,1,Loyal Customers,0.1066,12.3883,-4.3841,True
12772.0,4,Lost,0.2881,15.6262,13.4477,False
12773.0,1,Loyal Customers,0.0728,10.4067,-6.7496,True
12774.0,1,Loyal Customers,0.0838,11.1702,-6.1252,True
12775.0,4,Lost,0.3312,-4.6044,1.9333,False
12776.0,1,Loyal Customers,0.0296,6.9591,-7.7697,True
12777.0,1,Loyal Customers,0.1212,12.6321,-3.3445,True
12778.0,4,Lost,0.3361,-6.6829,2.8912,False
12779.0,0,Champions,0.4082,-6.9168,9.1574,True
12780.0,1,Loyal Customers,0.0614,9.0048,-6.3508,True
12781.0,4,Lost,0.288,11.0027,8.6981,False
12782.0,0,Champions,0.3857,-6.5922,6.9158,True
12783.0,4,Lost,0.3421,-2.4983,2.4901,False
12784.0,4,Lost,0.3261,8.1297,8.7735,False
12785.0,1,Loyal Customers,0.1723,5.2141,3.0341,True
12786.0,1,Loyal Customers,0.0623,8.1696,-5.9738,True
12787.0,4,Lost,0.3154,1.888,8.4805,False
12788.0,1,Loyal Customers,0.1256,2.8678,2.5344,True
12789.0,4,Lost,0.2826,4.456,9.6738,False
12790.0,4,Lost,0.2328,11.418,6.7644,False
12791.0,1,Loyal Customers,0.175,0.2942,2.9033,True
12792.0,4,Lost,0.2096,10.8445,6.1937,False
12793.0,1,Loyal Customers,0.1829,5.7113,6.1973,True
12794.0,4,Lost,0.293,10.9357,8.8505,False
12795.0,4,Lost,0.2985,15.5898,15.1887,False
12796.0,1,Loyal Customers,0.0502,8.1903,-6.3601,True
12797.0,1,Loyal Customers,0.165,6.9739,0.8932,True
12798.0,0,Champions,0.419,-6.7651,10.9938,True
12799.0,1,Loyal Customers,0.0883,10.8,-5.8138,True
12800.0,1,Loyal Customers,0.1222,4.2648,2.2093,True
12801.0,1,Loyal Customers,0.1112,12.4131,-2.4166,True
12802.0,4,Lost,0.272,-5.3499,3.0118,False
12803.0,1,Loyal Customers,0.1554,12.4142,-1.9472,True
12804.0,1,Loyal Customers,0.1178,6.8678,-0.8539,True
12805.0,1,Loyal Customers,0.172,1.202,3.3084,True
12806.0,1,Loyal Customers,0.17,-1.2962,3.9675,True
12807.0,1,Loyal Customers,0.1492,14.3996,-2.166,True
12808.0,4,Lost,0.3075,1.1306,5.9309,False
12809.0,4,Lost,0.2568,6.5938,7.4611,False
12810.0,1,Loyal Customers,0.0926,5.437,-0.1293,True
12811.0,4,Lost,0.2182,1.4259,4.1113,False
12812.0,4,Lost,0.2852,16.7506,15.4376,False
12813.0,1,Loyal Customers,0.1241,4.7494,1.6492,True
12814.0,4,Lost,0.2606,17.8815,13.8243,False
12815.0,4,Lost,0.2571,10.9473,7.2442,False
12816.0,4,Lost,0.2716,11.7626,8.169,False
12817.0,1,Loyal Customers,0.2005,5.2347,6.02,True
12818.0,4,Lost,0.2148,6.5418,6.8671,False
12819.0,1,Loyal Customers,0.1215,12.6243,-3.2905,True
12820.0,0,Champions,0.3604,-7.4935,4.8117,True
12821.0,4,Lost,0.2188,12.0144,6.26,False
12822.0,4,Lost,0.2868,10.7247,8.6058,False
12823.0,0,Champions,0.4001,-8.1403,9.3344,True
12824.0,4,Lost,0.2814,16.3757,14.4428,False
12825.0,1,Loyal Customers,0.0981,5.4957,-0.1431,True
